,Text,Annotate
2560,Marcos: Gov't to prioritize agri sector to back growth,
2561,MANILA – The Philippine National Police (PNP) on Monday said all units have been placed on heightened alert as part of security preparations for the observance of Holy Week.,
2562,"PH durian on par with Thai, Malaysian variants in China market",
2563,4 suspects in Degamo slay transferred to Manila,
2564,MANILA – The Armed Forces of the Philippines (AFP) and the Philippine National Police (PNP) reaffirmed their strong partnership in securing the country from all forms of security threats.,
2565,Digitalization gives women ‘dignity and respect’ – Romualdez,
2566,"MANILA – A new Social Weather Stations (SWS) survey revealed that around 9 of 10 Filipino adults, or 93 percent, have personally experienced climate change impacts in the last three years.",
2567,"MANILA – The Philippines and the United States (US) have agreed to enhance cooperation in agriculture in efforts to boost food security and efficiency, as well as research and development in the sector, Malacañang said on Tuesday.",
2568,Pangandaman calls for unity to attain agenda for prosperity,
2569,"Cloudy skies, scattered rains Saturday due to easterlies",
2570,MANILA – Armed Forces of the Philippines (AFP) chief of staff Gen. Andres C. Centino on April 18 visited the newly approved Enhanced Defense Cooperation Agreement (EDCA) sites in Northern Luzon and was briefed on the construction projects being undertaken in one of the new locations.,
2571,Solon calls for digitalization of nat’l licensure exams,
2572,"MANILA – The Bureau of Customs-Enforcement and Security Service (BOC-ESS) seized 81 shipments from January to March, with an estimated value of PHP999.474 million.",
2573,MANILA – The country’s daily average of new coronavirus disease 2019 (Covid-19) cases increased by 42 percent from April 24 to 30.,
2574,"Authorities foil hoarding of P135-M worth of onion, garlic",
2575,MANILA – The Bureau of Immigration (BI) aims to counter the recruitment activities of human trafficking syndicates via the social media platform TikTok by creating its own TikTok account.,
2576,MANILA - Senators Ronald dela Rosa and Sherwin Gatchalian on Friday came to the defense of the proposed revival of the mandatory Reserve Officers Training Corps program amid calls to scrap the proposal in view of the death of hazing victim Matthew Salilig.,
2577,PCO bares new appointees in Marcos admin,
2578,PH notes UN findings; reparations made for WWII 'comfort women',
2579,Romualdez vows timely passage of laws to bolster PH progress,
2580,MANILA – Department of Budget and Management (DBM) Secretary Amenah Pangandaman on Sunday expressed gratitude to the public after she landed as the fourth most trusted Cabinet member under the administration of President Ferdinand R. Marcos Jr. in a recent survey.,
2581,LPA likely to become tropical cyclone this weekend,
2582,MANILA – The Civil Service Commission (CSC) and the Philippine Sports Commission (PSC) have agreed to reassess plans on the possibility of granting government service eligibility to national athletes who brought home medals from ,
2583,Solon to colleagues: End ‘embarrassing word war' on Cha-cha,
2584,CHR backs enactment of divorce law,
2585,Killer of La Salle-Dasma student identified,
2586,Remulla assures protection for family of witnesses in Degamo slay,
2587,"MANILA – World-class Filipino garments are on display at a fashion exhibit at the Senate, spearheaded by the Department of Science and Technology's Philippine Textile Research Institute (DOST-PTRI).",
2588,MANILA – Tutok To Win Party-list Representative Sam Verzosa Jr. on Thursday amplified his firm belief in the necessity of passing an expanded Pantawid Pamilyang Pilipino Program (4Ps) law to create economic opportunity among adult beneficiaries of the program.,
2589,"MANILA – The whole of Luzon and some parts of the Visayas will experience cloudy skies with rains brought by the northeast monsoon, locally known as “amihan,” on Saturday.",
2590,MANILA – Senator Francis Tolentino on Friday said he is determined to push for the postponement of the Barangay and Sangguniang Kabataan Elections (BSKE) in Negros Oriental amid reports of threats and violence in the province after the killing of the late Governor Roel Degamo.,
2591,"MANILA— The Philippines has deposited its instrument of ratification of the Regional Comprehensive Economic Partnership (RCEP) to the Association of Southeast Asian Nations (ASEAN) in Indonesia, the Department of Foreign Affairs (DFA) announced Friday.",
2592,MANILA – Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian has reaffirmed the  to look after the protection and well-being of solo parents in the country during his first official visit to Abra province.,
2593,Alert level 3 up in Sudan; race to evacuate Pinoys continue,
2594,Solon calls for interagency coordination on rise of suicide cases,
2595,MANILA – The Department of Transportation (DOTr) on Tuesday reminded all rail services to enforce the mandatory wearing of face masks as Covid-19 (coronavirus disease 2019) cases rise across the country.,
2596,Motorists urged to ‘stop for children’,
2597,"‘Amihan,’ easterlies bring cloudy skies, rain showers Saturday",
2598,"MANILA – Edible landscaping (EL) may just be the solution to achieve sustainable food security across the country, an official of the Climate Change Commission (CCC) said Sunday.",
2599,MANILA – The Department of Foreign Affairs (DFA) on Wednesday said assistance will be provided to the earthquake-affected Filipinos in both Türkiye and Syria.,
2600,MANILA – Both the Philippines and New Zealand  to maintaining a rules-based order in the region and modernizing their militaries to meet any current or emerging security threats.,
2601,Dizon: 'No strings attached' on Covid-19 vaccine donations,
2602,MANILA – House Senior Deputy Speaker and former President Gloria Macapagal-Arroyo led the filing of a resolution urging the House of Representatives to rally behind former President Rodrigo Duterte as the International Criminal Court (ICC) is set to reopen its investigation for alleged crimes against humanity.,
2603,Marcos: Gov’t 'lucky' to have Jose Acuzar as housing chief,
2604,MANILA – The suspect in the ambush-slay of the police chief of Ampatuan town in Maguindanao del Sur province and his driver was killed in an operation on Saturday morning.,
2605,NCR positivity rate rises to 12.3% as of April 26 - OCTA,
2606,MANILA – The Bureau of Customs (BOC)-Port of Subic recently apprehended 30 20-footer containers of misdeclared sugar from Hong Kong with an estimated value of PHP86 million.,
2607,"MANILA – Vice President Sara Duterte on Friday urged local leaders to uphold integrity and practice unity to realize true public service, as her political party Lakas-Christian Muslim Democrats (CMD) continues to expand.  In a speech, Duterte said membership in the Lakas-CMD entails the burden of public service and accountability.  “Today, we are reminded of our noble duty to uphold the highest degree of integrity and accountability in all our public pursuits. By accepting to  a member of a political party, we also accept the challenge to work in unity towards  goal -the welfare of the people we serve,” she said.  Duterte made the statement during the joint Davao de Oro and Davao del Norte Lakas-CMD mass oathtaking at the Tagum City Historical and Cultural Center. She reiterated that unity in leadership, down to local governance, would mean warm recognition and development in the country despite diversity across cultures and ideologies.  “With a united political party, we can navigate the path to inclusive growth, and espouse good governance that sees beyond political colors and principles,” she added.  Duterte also recalled the administration’s eight-point economic agenda to point the targeted direction for the country within its six-year term.",
2608,"PH 'reliable' trade partner, sourcing destination, says Marcos",
2609,Exclusive motorcycle lane dry run extended for another week,
2610,"MANILA – Operatives of the Philippine National Police (PNP) seized PHP747 million worth of illegal drugs in the first 45 days of the year, the country's top cop said Monday.",
2611,House leader: Online voter registration ‘to strengthen’ process,
2612,Marcos to PhilHealth: Ensure expanded dialysis coverage,
2613,BIR files raps vs. ‘ghost firms’ selling fictitious receipts,
2614,MANILA – The Commission on Elections (Comelec) on Wednesday announced it has rescheduled the period of filing of Certificates of Candidacy (COCs) for the 2023 Barangay and Sangguniang Kabataan Elections (BSKE) over a month from its original schedule.,
2615,"MANILA – The Commission on Elections (Comelec) is set to start on Saturday the printing of the more than 13,000 official ballots for the March 18 plebiscites in Marawi City.",
2616,Lone bettor from Angeles hits P37-M Mega Lotto jackpot,
2617,"MANILA – Department of the Interior and Local Government (DILG) Secretary Benjamin ""Benhur"" Abalos Jr. on Tuesday said closed-circuit television (CCTV) footage showing police officers allegedly attempting to pilfer 42 kilograms of the 990 kilograms of shabu seized last year in Manila speaks for itself.",
2618,MANILA – The Office of Civil Defense (OCD) has announced that the 82-member Philippine Inter-Agency Humanitarian Contingent (PIAHC) was awarded a humanitarian medal by the Turkish government in recognition of its assistance following a magnitude 7.8 earthquake that battered the country on Feb. 6.,
2619,BOC seizes P1.5B worth of fake goods in Pasay,
2620,MANILA – The Commission on Human Rights (CHR) on Monday condemned cases of sexual abuse and violence targeting children and called for a whole-of-society responsibility to prevent such acts.,
2621,CIDG files multiple murder raps vs. NegOr solon for 2019 deaths,
2622,"MANILA – The Japanese Embassy in Manila on Tuesday expressed “serious concerns” over the latest developments in the South China Sea, the recent of which involved a Chinese Coast Guard (CCG) vessel harassing a Filipino ship by pointing a military-grade laser at it near Ayungin Shoal.",
2623,"MANILA – The country's crime rate has dropped by 11.36 percent in the first four months of this year, a ranking police official said Thursday.",
2624,MANILA – The Department of Justice (DOJ) said prosecutors will decide based on evidence and not speculation the cases against Negros Oriental 3rd District Rep. Arnolfo Teves Jr.,
2625,"Senators urge BI to fix offloading, passenger assessment policies",
2626,MANILA – Senate minority leader Aquilino Pimentel III on Wednesday urged the Senate Blue Ribbon Committee to immediately act on his filed resolution seeking for an investigation on the alleged “undue payment” given by the Land Transportation Office (LTO) to a joint venture in connection with a PHP3.19-billion Road information Technology (IT) Infrastructure project.,
2627,MANILA – The Diocese of Cavite urged the faithful to physically attend Masses in churches every Sunday.,
2628,New ACG chief vows stronger crackdown vs. cybercrime,
2629,"MANILA – The Department of National Defense (DND) on Friday condemned the latest string of  by New People's Army (NPA) insurgents in Masbate, which killed and injured government troops and civilians early this week.",
2630,BI sees up to 50K travelers in PH for summer months,
2631,MANILA – The Bureau of Immigration (BI) deported on Friday a Japanese national wanted by authorities in Tokyo for financial fraud.,
2632,"MANILA – A magnitude 5.6 earthquake jolted Cagayan province on Thursday, the Philippine Institute of Volcanology and Seismology (Phivolcs) reported.",
2633,MANILA – The weather bureau on Friday said generally fair weather will continue to prevail over most parts of the country.,
2634,"MANILA – Tokyo on Saturday announced the conferment of Japanese decorations on four Filipinos, including former Defense chief Delfin Lorenzana and former Foreign Affairs Secretary Alberto Romulo, for helping strengthen Philippine-Japan relations.",
2635,MANILA – The start of the Bureau of Fire Protection (BFP) modernization this year is expected to result in the acquisition of more assets and hiring of more personnel to effectively perform its mandate.,
2636,"MANILA – The Department of National Defense (DND) on Monday said the government is fully aware and recognizes the concerns of active and retired soldiers about the proposed reforms for the military uniformed pension (MUP) system to avoid a ""fiscal collapse"".",
2637,MANILA – Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian on Wednesday expressed gratitude for the continuous support of the United Nations' World Food Programme (UN-WFP) in capacitating the DSWD to efficiently respond to occurrences of disasters.,
2638,MANILA – The Department of Health on Thursday advised the public to focus more on layers of protection such as vaccination amid the rise in Covid-19 cases.,
2639,MANILA – The chair of the House Ways and Means Committee on  to the Bureau of Internal Revenue (BIR) the passage of a measure that will punish the selling and issuance of fake receipts to pad gross expense and creditable input value-added tax (VAT).,
2640,Senate adjourns with 14 measures for PBBM's approval,
2641,MANILA – Lawmakers have filed a bill seeking to encourage more young Filipinos to pursue a career in agriculture and take on the challenges facing the vital sector.,
2642,Maynilad pipe repairs to further cut water losses,
2643,MANILA – The Sandiganbayan has cleared the former head of the Iligan City Highway Patrol Group (HPG) of graft charges arising from an entrapment operation five years ago.,
2644,MANILA – The Court of Tax Appeals (CTA) turned down the petition filed by the Pasig City government seeking to collect local business taxes amounting to more than PHP1 billion from the Manila Electric Company (Meralco).,
2645,MANILA – The Philippine Charity Sweepstakes Office (PCSO) will find ways to raise higher revenues from its annual special sweepstakes that would be used in the campaign  malnutrition.,
2646,SolGen: British barrister to represent PH in ICC proceedings,
2647,MANILA – The Civil Service Commission (CSC) on Thursday entered into a new agreement with the Philippine Association of State Universities and Colleges (PASUC) on providing scholarships for the immediate family members of civilian public officials or employees killed in the line of duty.,
2648,VP Sara slams ACT's 'unrealistic' demands amid NPA attacks,
2649,"MANILA – Senior Deputy Majority Leader and Ilocos Norte First District Representative Ferdinand Alexander “Sandro” Marcos on Tuesday said the ratification of the Regional Comprehensive Economic Partnership (RCEP) agreement would help boost the local industries, particularly the micro, small and medium enterprises (MSMEs).",
2650,Australian Deputy PM to discuss defense with Marcos in PH,
2651,MANILA – The chairman of the House Committee on Appropriations on Wednesday reminded government agencies with funding for infrastructure projects under the 2023 national budget to obligate and spend those funds this year to prevent underspending and weak absorptive capacity.,
2652,"MANILA – The United States will be supporting the modernization program of the Armed Forces of the Philippines by significantly enhancing its maritime and tactical capacity, according to a senior US administration official.",
2653,"MANILA – Newly installed Philippine National Police (PNP) chief Gen. Benjamin Acorda Jr. on  that the PNP will be vanguards of peace to ensure a safe and economically  and to be steadfast in providing police service under his leadership,",
2654,MANILA – The Department of Transportation (DOTr) on Monday said it is not deterred by the latest Chinese harassment to two vessels of the Philippine Coast Guard (PCG) within the country's exclusive economic zone.,
2655,CAAP warns anew vs. fraudulent solicitation,
2656,"MANILA – The Bureau of Customs (BOC) on Monday reported that a series of inspections of six warehouses in three cities in Metro Manila yielded PHP150 million worth of agricultural products, including frozen meat and fresh fruits.",
2657,MANILA – Speaker Martin Romualdez on Monday assured that there would be no sacred cows in the government’s fight against criminality as law enforcement agencies are reportedly closing in on the brains behind the killing of Negros Oriental Gov. Roel Degamo.,
2658,PBBM names geologist Carlos David as DENR undersecretary,
2659,"MANILA – Only spouses of candidates are allowed to substitute for the  Barangay and Sangguniang Kabataan Elections (BSKE), the Commission on Elections (Comelec) said on Tuesday.",
2660,"MANILA – Leyte 4th District Rep. Richard Gomez and his wife, Ormoc City Mayor Lucy Marie Torres-Gomez, officially joined the reservist ranks of the Philippine Army (PA).",
2661,MANILA – The Office of Civil Defense (OCD) reminded the public to heed authorities’ advisories on El Niño and implement necessary measures in preparation for the impacts of the phenomenon.,
2662,MANILA – Anti-narcotics operatives of the Southern Police District (SPD) have seized PHP6.8 million worth of shabu from two Chinese nationals and their female cohort in a sting operation in Taguig City on Monday night.,
2663,"MANILA – President Ferdinand R. Marcos Jr. and Vice President Sara Duterte received high approval and trust ratings in March, according to a Pulse Asia survey released Wednesday.",
2664,"MANILA – House Speaker Ferdinand Martin G. Romualdez on Thursday strongly urged Negros Oriental 3rd District Rep. Arnolfo “Arnie” Teves Jr. to reconsider his decision not to return, saying “it does not sit well” for a House member to flee the country rather than avail himself of all the legal remedies available to him.",
2665,"MANILA – The Philippine Information Agency (PIA), in partnership with the National Defense College of the Philippines (NDCP) of the Department of National Defense (DND), has underscored the importance of disseminating government policies and programs  the spread of fake news and misinformation and uphold national security.  The two agencies insisted on the stance as a high delegation of the National Defense College of the United Arab Emirates (NDC-UAE) paid a courtesy visit to the country alongside an institutional briefing.  In an interview, PIA Director-General Ramon Cualoping III said national security risks are no longer limited to kinetic, but more of cognitive warfare. “Cognitive so dapat naiintindihan ang mga proyekto, polisiya, programa ng pamahalaan. Kung hindi naiintindihan, nagkakaroon ng mistrust o pag-agam-agam, pagdududa sa ating pamahalaan. At kapag ‘yan nangyari, magiging vulnerable ‘yung ating mga kababayan para sa mga bagay which can affect national security (Cognitive, so the projects, policies and programs should be understood. If it’s misunderstood, there’s a mistrust, hesitations or doubts in our government. And once that happens, Filipinos shall be vulnerable to threats that may affect the national security),” he said.  Cualoping said although the government cannot dictate its people, explaining the administration’s program and projects is vital to ensure public trust.  “Ngayon, cognitive na e. Meaning cerebral, kung paano mag-isip ang isang tao, kung ano ‘yung thought process ng isang tao. That’s why dito sa PIA, gusto nating maging thought leaders ‘yung mga kababayan natin (Nowadays it’s cognitive. Meaning cerebral, or how the people think, how a person has his thought process. That’s why here in PIA, we want our fellow Filipinos to be thought leaders),” he added.  On the other hand, the spread of inaccurate information may hinder the dissemination of administration’s programs that are supposedly beneficial for Filipinos.  “There’s Twitter, Facebook, Tiktok, everything is there. Everyone has  a content producer or a creator. But now, the role of the government is to safeguard the entire state and the entire citizenry. Which means, whatever the government releases, the people should understand. Because the government has no program that will harm the people,” he said in mixed English and Filipino.  Moreover, NDCP acting Vice President for Academic Affairs and Dean Dr. Alan Lachica said fake news or misinformation can turn down a government system.",
2666,PBBM names Purisima acting head of OPAPRU,
2667,"Faithful asked to show sincerity, compassion as Lent begins",
2668,Use ‘fraction’ of oil taxes for Mindoro oil spill cleanup – Recto,
2669,Marcos: Economic gains ‘wasted’ if not felt by people,
2670,"Ticket sold in Sampaloc, Manila wins P50.7-M lotto jackpot",
2671,"DOJ, PNP assure Rep. Teves’ safety",
2672,"MANILA – The whole country may experience rain showers due to the trough of a low-pressure area (LPA) and the northeast monsoon or “amihan,” the weather bureau said Wednesday.",
2673,"MANILA – The suspects behind the disappearance of 34 cockfighting enthusiasts (sabungero) are still in the country and their capture is imminent, according to the police.",
2674,Tiamzon couple’s death proves gov't success vs. Reds,
2675,House OKs bill calling for hybrid con-con to amend Charter,
2676,Zubiri: Economic growth should translate to higher wages,
2677,"MANILA – Close to 60,000 jobs are up for grabs at the annual job fairs by the Department of Labor and Employment (DOLE) in connection with the celebration of Labor Day on May 1 nationwide.",
2678,LGUs given until March 31 to submit climate adaptation proposals,
2679,MANILA – Senate President Juan Miguel Zubiri on Wednesday urged the Philippine National Police (PNP) and the Department of Justice (DOJ) to prosecute violators of the statutory rape law saying non-prosecution is one of the reasons of the high rise of teenage pregnancies.,
2680,"MANILA – House Speaker Martin Romualdez on Sunday said he would propose to Malacañang a “one-strike policy” against non-performing collectors of the Bureau of Internal Revenue and the Bureau of Customs.Collectors who fail to meet their revenue targets should be removed from their posts and replaced  ones to ensure collection efficiency, Romualdez said in a news release.He said it would push the two agencies to meet the target revenues that will ensure additional funds for subsidies, hospitalization, education, job creation, and other social protection programs for the most vulnerable sectors.",
2681,"OVP aids over 3K fire victims in QC, Zamboanga",
2682,MANILA – The Armed Forces of the Philippines (AFP) announced that five New People's Army (NPA) insurgents have been neutralized by government security forces from March 17 to 22 in various military operations all over the country.,
2683,"MANILA – The Maynilad Water Services, Inc. (Maynilad) on Monday announced a daily water interruption starting March 28 due to the forecast El Niño by the latter half of this year.",
2684,MANILA – The Department of Migrant Workers (DMW) has asked the Department of Justice (DOJ) and the Inter-Agency Council Against Trafficking (IACAT) to investigate the alleged labor trafficking of 35 Filipino fisherfolk to Namibia.,
2685,"MANILA – A  Philippine Navy (PN) ship, the World War II-era corvette BRP Pangasinan (PS-31), will be sunk in this year's ""Balikatan"" joint live-fire exercises, which will be conducted off Zambales on April 26.",
2686,"Senate probe on NegOr killings, Degamo slay begins Monday",
2687,Magnitude 5.3 quake jolts Davao de Oro,
2688,MANILA – Malacañang on Thursday reported that the Philippine government has safely evacuated 409 Filipinos from war-torn Sudan.,
2689,PH Army probes 4ID camp shooting that left 5 soldiers dead,
2690,Palace to observe Earth Hour; Marcos calls on Filipinos to join,
2691,MANILA – Two bettors who bagged the jackpots of two recent separate Lotto draws plan to use their winnings to put up a small business and fund their children's education.,
2692,MANILA – Senator Mark Villar has filed a measure seeking for an alternative mode of transportation as among the solutions to traffic congestion and at the same time contribute to a healthy environment.,
2693,"US, PH defense chiefs ‘condemn’ Chinese gray zone ops in WPS",
2694,Diocese in S. Cotabato warns vs. activities of ‘defrocked’ priest,
2695,MANILA – Department of Social Welfare and Development (DSWD) Secretary Rex Gatchalian on Monday signed two administrative orders (AOs) providing benefits to public social workers.,
2696,"VP Sara: PH to strengthen ties, partnership with Lao, Czechia",
2697,"MANILA – Former Department of Social Welfare and Development (DSWD) regional director Josefina H. Romualdez is now the new undersecretary for operations of the agency, a news release said on Thursday.",
2698,Prisons chief orders overhaul retraining for BuCor personnel,
2699,MANILA – Pope Francis has named Bishop Victor Bendico as the new Archbishop of Capiz.,
2700,Incidents of harassment in South China Sea frequent: DFA chief,
2701,MANILA – President Ferdinand R. Marcos Jr. said on Tuesday the government will be putting up at least 11 more cold storage facilities in several fish ports across the country to maintain the freshness and quality of fishery products and prevent spoilage.,
2702,MANILA – Philippine National Police (PNP) chief Gen. Benjamin Acorda Jr. on Friday urged  to replicate the Quezon City Police District’s (QCPD) Integrated Command Control Center (ICCC) which ensures a three-minute response time (3MRT) of police personnel to crime incidents.,
2703,Local airlines support utilizing NAIA 2 for domestic ops,
2704,MANILA – An official of the Commission on Elections (Comelec) believed that the rescheduling of the filing period of Certificate of Candidacy (COC) can help minimize election-related violence in the October 2023 Barangay and Sangguniang Kabataan Elections (BSKE).,
2705,"LTFRB seeks talks on opening of 10,300 TNVS slots",
2706,Actual construction of Bataan-Cavite bridge may start early 2024,
2707,Maritime cooperation with US to help PH protect WPS,
2708,BI vows intensified campaign vs. human trafficking,
2709,PBBM monitors entry of P3.48-T investment pledges: BOI exec,
2710,Vintage vehicle law takes effect in April 2023: Daza,
2711,"MANILA – Speaker Martin Romualdez has pushed for a digital public infrastructure  of the Philippines, the United States and India.",
2712,"MANILA – The Philippines must counter China’s “harassment” within its waters by exposing activities or the “gray zone operations” in the South China Sea, analysts said Wednesday.",
2713,MANILA -- The Sandiganbayan has sentenced a former barangay chairperson from a town in Leyte province to up to 8 years imprisonment for his part in the illegal demolition of houses in an ejectment case.,
2714,"MANILA – A total of PHP17.7 billion has been allocated in this year’s national budget to fund the Tourism Road Infrastructure Program (TRIP), the Department of Budget and Management (DBM) announced Thursday.",
2715,"VP Sara pushes Filipinas’ digital inclusion, quality education",
2716,"LTO sets standard fees, cuts duration for driving courses",
2717,"MANILA – The Philippines  to diplomacy and dialogue in resolving disputes in the West Philippine Sea, Foreign Affairs Secretary Enrique Manalo said Monday.",
2718,Tenorio seeks help from Our Lady of Antipolo,
2719,MANILA – Senator Imee Marcos on Sunday suggested that Negros Oriental be placed under a state of emergency for justice to be swiftly served following the brutal slaying of Governor Roel Degamo and eight others.,
2720,"MANILA -- President Ferdinand R. Marcos Jr. will advance the Philippines’ priorities through regional and multilateral cooperation in various areas during his attendance at the 42nd Association of Southeast Asian Nations (ASEAN) Summit in Indonesia in May, a foreign affairs official said on Friday.",
2721,Abalos vows full support for PNP reforms under Acorda,
2722,"MANILA – Authorities discovered PHP3.4 million worth of shabu in a parcel in Pasay City and arrested its claimant, the Bureau of Customs (BOC) reported on Friday.",
2723,"PBBM sees closer ties with Chile, Qatar, Brunei, Malaysia",
2724,PH Army says NegOr guv slay suspects ‘booted out’ long ago,
2725,MANILA – Department of the Interior and Local Government (DILG) Secretary Benjamin C. Abalos Jr. on Wednesday vowed to implement measures to prevent another jailbreak.,
2726,"MANILA – Malacañang on Saturday released a list of new appointees, including the chiefs of the Bureau of Corrections (BuCor) and the Philippine Economic Zone Authority (PEZA).",
2727,Water service interruption in parts of Pasig March 16-17,
2728,"BI to deport, blacklist 2 wanted Koreans nabbed in Cavite",
2729,"MANILA – The Philippine government will spare no effort in saving the lives of all Filipinos facing a a death sentence abroad, the Department of Foreign Affairs (DFA) said Wednesday.",
2730,"PH, US troops to hold rocket system live fire drills on April 1",
2731,MANILA – The military chiefs of the Philippines and Australia renewed  to upholding regional peace.,
2732,2023 budget to make economic transformation 'inclusive': DBM,
2733,"MANILA – The Philippine National Police (PNP) and International Criminal Police Organization (Interpol) have agreed to beef up their operations against so-called “white collar” crimes, or those  by white-collar workers in  or government agency by taking advantage of their position to extract some financial gain.",
2734,LTFRB set to issue order on distribution of 100K TNVS slots,
2735,MANILA – Police authorities have launched a manhunt against 10 inmates who escaped from the Malibay detention facility in Pasay City early Monday.,
2736,"MANILA – Vehicle owners will not  to obtain a Compulsory Third Party Liability (CTPL) insurance while other tests required for license or registration renewal will be under government agencies, according to a planned Senate bill.",
2737,MANILA – The Metropolitan Manila Development Authority (MMDA) is set to hold a dry run for the implementation of the single ticketing system in the first or second week of April.,
2738,Constitutional restrictions contravene liberalization reforms,
2739,MANILA – The House of Representatives on Wednesday approved on third and final reading a measure providing for the development of sustainable cities  in the country.,
2740,"MANILA – If it were up to Department of Justice (DOJ) Secretary Jesus Crispin Remulla,  (telcos) should stick to the April 26 deadline to register subscriber identity module (SIM) cards.",
2741,US acquires old fishing vessel for 'Balikatan' live-fire drills,
2742,"MANILA – Senator Raffy Tulfo has filed a resolution seeking to investigate reports of bullying in the hospital hierarchy, which he said poses a threat to the physical, psychological and mental health and safety of affected medical workers and professionals.",
2743,Airport authorities gear up for Holy Week influx,
2744,Companies urged to hire high school graduates,
2745,"Caloocan, Malabon, Navotas, QC waterless on March 27-April 3",
2746,"MANILA – As it marks the 30th World Press Freedom Day, the Presidential Communications Office (PCO) on Thursday reaffirmed the  to promoting a free media environment where journalists can work safely without fear of reprisals.",
2747,Over P700-K aid distributed to victims of Basilan ferry fire,
2748,5-man PNP advisory body set to screen 600 more ranking cops,
2749,Bill expanding services of PCIC hurdles House,
2750,MANILA – The Commission on Population and Development  has urged young women to stay focused on their life ambitions to avoid early pregnancy and finish their schooling.,
2751,"MANILA – Differences over the South China Sea should not prevent Manila and Beijing from seeking ways to manage the maritime rows, Foreign Affairs Secretary Enrique Manalo said after his meeting with his Chinese counterpart, Foreign Minister Qin Gang, at Diamond Hotel Manila on Saturday.",
2752,"MANILA – President Ferdinand R. Marcos Jr. on Wednesday said the Philippine Coast Guard (PCG) will continue to take the lead role in the government's ongoing operation to contain the oil spill in Oriental Mindoro, dismissing any reorganization efforts to address the issue.",
2753,Decommissioned PN corvette to be sunk in 'Balikatan' drill,
2754,BOC-Subic busts P86-M 'smuggled' sugar,
2755,Love your heart this love month: health group,
2756,MANILA – President Ferdinand R. Marcos Jr. on  to give Filipino women more prominent roles and greater voice in government toward a more inclusive and equitable society.,
2757,"MANILA – Some areas in the country will continue to experience rain showers due to the northeast monsoon or ""amihan"" affecting Luzon and a low pressure area (LPA), the weather bureau said Thursday. The LPA last tracked 390 kilometers north of Hinatuan, Surigao del Sur or 125 km east of Guiuan, Eastern Samar will bring scattered rain showers and thunderstorms in Eastern Visayas, Catanduanes, Albay, Sorsogon, Masbate, and Dinagat Islands. Flash floods or landslides due to moderate to heavy rains may be experienced in these areas, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its 4 a.m. weather bulletin. Region 4-B (Mimaropa), the rest of Bicol Region, the rest of the Visayas, and Mindanao will have isolated rain showers caused by localized thunderstorms. PAGASA said flash floods or landslides are possible during severe thunderstorms. Metro Manila and the rest of Luzon will have light rains caused by the northeast monsoon. Meanwhile, Luzon and the eastern section of Visayas will experience moderate to strong winds and moderate to rough seas. Elsewhere, winds will be light to moderate with slight to moderate seas, PAGASA said. ",
2758,"Enforce laws to stop sexual, online abuse of children: solon",
2759,MANILA – Members of the Criminal Investigation and Detection Group (CIDG) have arrested in Taguig City the culprit behind a fraudulent scheme that asks for money from victims in exchange for appointments to government positions.,
2760,"MANILA – Senate President Pro Temp[ore Loren Lgarda has filed a resolution recognizing Filipina scientists  of the international Day of Women and Girls in Science on Feb. 11, as declared by the United Nations General Assembly.",
2761,Strict law enforcement pushed to curb incidence of crimes,
2762,"MANILA – Manila Archbishop Jose Cardinal Advincula will install on Friday the new rector of the Minor Basilica of the Immaculate Conception, more popularly known as the Manila Cathedral, in Intramuros, Manila.",
2763,DBM chief welcomes 3.35% decline in budget deficit,
2764,Zubiri bats for salary increase of nurses,
2765,US-based firm to put up 1st PH call center in Iloilo: PBBM,
2766,MANILA -- Senator Robinhood Padilla on Thursday urged concerned government agencies to help Filipino farmers and fishermen to  businessmen in order to alleviate them from poverty.,
2767,LTO vows to address sky-high driving school fees,
2768,Transfer of more troops to Visayas nearing completion - AFP,
2769,"MANILA – Vice President and Education Secretary Sara Duterte on Wednesday urged the Alliance of Concerned Teachers (ACT) to stop using the ""victim card"" and condemn the terrorist attacks of the New People's Army (NPA) in Masbate, which have affected learners.",
2770,PAL to ramp up China routes,
2771,"Japan, UNICEF donate digital learning resources to Valenzuela",
2772,MANILA – The social arm of the Catholic Bishops’ Conference of the Philippines (CBCP) has joined the call for the government to declare a climate emergency.,
2773,Solon wants to get rid of unnecessary LTO fees,
2774,"MANILA – Fair weather will prevail across the country over the next three days, the weather bureau said Thursday. The ridge of a high pressure area continues to extend over Northern and Central Luzon, causing warm weather and slim chance of rains, weather forecaster Patrick Del Mundo of the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said. The rest of the country will experience warm and humid weather, but localized thunderstorms are likely in the afternoon or evening, he said. A tropical cyclone inside the Philippine Area of Responsibility is unlikely in the next few days. Meanwhile, light to moderate winds and slight to moderate seas continue to prevail over the entire archipelago. ",
2775,Over 5K jobs available in 2-day tourism job fairs: DOLE,
2776,"MANILA – Filipino and American troops have successfully fired modern battlefield weapons, including the M-142 High Mobility Artillery Rocket System (HIMARS), during the live-fire phase of the ongoing ""Salaknib"" exercises in Fort Magsaysay, Nueva Ecija.",
2777,"BI receives hold departure order vs. Bantag, Zulueta",
