,Text,Annotate
831,"Several senators on Wednesday called for the full implementation of the Anti-Hazing Law after the death, allegedly due to hazing, of Adamson University student John Matthew Salilig.",
832,"DOTr, LTFRB: Traditional jeepneys can still operate beyond deadline if they join coops",
833,Why PUV modernization can't get over the hump,
834,"Philippines posts 144 new COVID-19 infections; active cases at 9,117",
835,"NFA cashier gets jail time, fined for losing P10-M public funds to robbers",
836,"Comelec discussing new technology for next polls, says spox",
837,"Former Bureau of Corrections (BuCor) Chief Gerald Bantag and former Deputy Officer Ricardo Zulueta are now considered fugitives given the outstanding warrants of arrest filed against them, the Philippine National Police (PNP) said on Sunday.",
838,"Five test takers tied for the top score in the respiratory therapists licensure examination conducted earlier this week, according to the Professional Regulation Commission.",
839,700 NBP prison guards relieved — Catapang,
840,PNP Chief Acorda: No revamp yet in police organization,
841,LTO rolls out automated handheld device for issuing tickets,
842,ECC: Over 316K claimants received P1.9-B assistance as of September 2022,
843,"The Communist Party of the Philippines said on Saturday that the Twitter accounts of the Philippine Revolution Web Central, Ang Bayan, and several others were suspended or taken down without warning.",
844,"Officials are seeing a ""pattern of impunity"" in Negros Oriental following the March 4 killing of Governor Roel Degamo at his residence, Justice Secretary Jesus Crispin Remulla said Thursday.",
845,"The owner of motor tanker Princess Empress on Saturday said that the oil spill response effort continues to progress in Naujan, Oriental Mindoro, weeks after the vessel sank.",
846,PHA: Ischemic heart disease still leading cause of death in 2022,
847,"130 flights, 20,000 passengers to be affected by May 17 airspace shutdown — MIAA",
848,The Court of Appeals has affirmed its decision junking the plea of members of the Cordillera People’s Alliance (CPA) for a writ of amparo against the National Task Force to End Local Communist Armed Conflict (NTF-ELCAC) and other law enforcement agencies.,
849,"Marcos wishes Emperor Naruhito 'abundant happiness, blessings'",
850,Commission on Higher Education chairman Prospero de Vera III said Sunday President Ferdinand “Bongbong” Marcos tasked them to finish the reevaluation of the 83 maritime schools in the country in two years’ time.,
851,‘Fault current’ blamed for NAIA Terminal 3 power outage on Labor Day,
852,"Speaker Martin Romualdez of Leyte on Monday turned over the House of Representatives’ $100,000 or around P5.4 million donation for the victims of the 7.8 magnitude earthquake in Turkey.",
853,"Bantag, Zulueta now on hold departure list — BI",
854,"The Department of Budget and Management (DBM) has approved the release of over P3 billion to cover the cost of education for technical-vocational students.   In a statement on Thursday, the DBM said Budget Secretary Amenah Pangandaman approved on February 15 the Special Allotment Release Order (SARO) amounting to P3.410 billion.   The SARO was released to the Department of Labor and Employment-TESDA “for the implementation of the Universal Access to Quality Tertiary Education (UAQTE) Act.”   The DBM said the SARO and its corresponding Notice of Cash Allocation (NCA) shall be used to cover the cost of tertiary education for all Filipino students enrolled in technical vocational institutions registered with the Technical Education and Skills Development Authority (TESDA).",
855,"PNP looking into possible violations, lapses in database leak",
856,"Marcos: Railway projects to spur economic activities, promote environmental sustainability",
857,CHED says no misuse of P10-billion fund,
858,Military dogs showcase skills in Balikatan training,
859,CA junks with finality Zaldy Ampatuan’s plea for transfer to hospital,
860,Remulla: ICC talk with EU MPs lasted less than three minutes,
861,Senator Nancy Binay on Thursday called on the Department of Health and the local government units to craft strategies to ramp up the inoculation of routine vaccines for children after Unicef reported that around one million Filipino children missed out on such jabs.,
862,DOE’s Lotilla on NGCP's power interruption warning: No need to be alarmist,
863,The Japanese Embassy in Manila has extended its gratitude to Justice Secretary Jesus Crispin Remulla for the deportation of four Japanese fugitives wanted for theft in Japan.,
864,Marcos on Arroyo's 76th birthday: Thank you for your guidance,
865,OCD to create protocols based Philippine rescue team's Turkey experiences,
866,Rep. Villar seeks comprehensive study on students’ mental health,
867,Cop arrested in P6.7-B drug bust dismissed from service —PNP,
868,Senator Ronald “Bato” dela Rosa on Tuesday floated “revenge” as a possible reason behind the death of the alleged driver of the gray AUV that carried the body of hazing victim John Matthew Salilig before it was buried.,
869,"The Department of Labor and Employment (DOLE) is ""reviewing"" issues and concerns regarding the alleged red-tagging of labor union members and activists.",
870,"The lawyer of suspended Negros Oriental Representative Arnolfo ""Arnie"" Teves Jr. said on Saturday that his client has made certain requests to ensure his safe return to the country after being linked to the killing of Governor Roel Degamo.",
871,DOH releases guidelines for 2nd COVID-19 booster shots to general population,
872,Justice Secretary Jesus Crispin Remulla on Tuesday said that the Maritime Industry Authority (MARINA) and the Philippine Coast Guard (PCG) have been directed to produce relevant documents for the oil spill investigation.,
873,US Ambassador Carlson cites importance of free press in visit to GMA,
874,Comelec creates permanent committee vs. vote-buying,
875,SC ruling shows when rape is consummated,
876,The Sandiganbayan on Friday found former Philippine Amusement Gaming Corporation (PAGCOR) chairman Efraim Genuino guilty of graft over the anomalous release of P37-million public funds in 2007 and 2009.,
877,The Philippine National Police on Monday said it has coordinated with the Department of Justice to place on the Immigration watch list the hazing suspects in the death of Adamson University student John Matthew Salilig.,
878,UST grad tops January 2023 architect licensure exam,
879,PH could lose COVID-19 vaccine donations as health emergency ends –solon,
880,"LRT2, MRT3, PNR offer free rides for Filipino military veterans on April 5, 10 to 12",
881,Alleged ASG member wanted for murder nabbed in Parañaque,
882,The Department of Justice has ordered its prosecutors to  the withdrawal of pending criminal cases in first-level courts that have no probable cause with reasonable certainty of conviction.,
883,"President Ferdinand ""Bongbong"" Marcos Jr. on Wednesday approved the creation of a Water Resource Management Office (WRMO) to manage the country’s water resources and respond to present environmental challenges.",
884,Mayo considered as 'high-value' target inside BJMP —spox,
885,"WASHINGTON -  The United States is working closely  in the vicinity of the EDCA sites to showcase the benefits it could provide to residents in the area, a White House fact sheet said.",
886,"Verde Island Passage, world's center of marine biodiversity, in peril due to oil spill —expert",
887,"DOTr: New order to streamline admin, procurement processes",
888,BI probes reported 'scam hub' condos for trafficked foreigners,
889,Local language least preferred medium of instruction for Grades 1-3: poll,
890,"Joint PH-US statement made 'false accusations' vs. China, says official",
891,"DepEd plans to hire 9,650 new teachers in 2023",
892,"The Philippine tally of active COVID-19 cases fell below 10,000 on Sunday, even as the country reported 166 new infections, according to data released by the Department of Health (DOH).",
893,Magna Carta for seafarers hurdles House on final reading,
894,Palace names latest appointments in gov’t agencies,
895,"The country’s first fire and rescue village for children formally opens in Bacoor City, Cavite.",
896,SolGen insists war on drugs was a legitimate law enforcement effort,
897,Several domestic and international flights were delayed due to the radar system maintenance work at the Philippine Air Traffic Management Center (ATMC) on Wednesday.,
898,"Leaders of transport groups Pasang Masda and Liga ng Transportasyon at Operators sa Pilipinas (LTOP) on Saturday slammed the week-long transport strike planned by some of their colleagues.   At the Saturday News Forum in Quezon City, Pasang Masda president Obet Martin said that no transport strike lasted beyond two days.   Martin went on to claim that transport strike leader and Manibela chairman Mar Valbuena has no record with the Land Transportation Franchising and Regulatory Board (LTFRB) as an operator of any mode of public transportation.   “Kaya itong taong (Valbuena) ito nanggugulo lang ito,” the Pasang Masda president said.   LTOP president Orlando Marquez echoed Martin’s claims, saying, “Mar Valbuena wala kang karapatan… Hindi ka naman operator, wala ka sa listahan ng LTFRB pero nanggugulo ka.”",
899,China on Balikatan: US-PH cooperation must not interfere in sea dispute,
900,"TOKYO— Japan will give the Philippines 600 billion yen in government aid and private sector investments to support the country’s drive to  an upper-middle  economy in 2024, Japan Prime Minister Fumio Kishida has said.",
901,"Senators on Tuesday grilled an Adamson University official over their alleged inaction despite being aware of the presence of Tau Gamma Phi, a fraternity not officially recognized by the school, in the campus.",
902,Police raid Rep. Teves' houses for loose firearms,
903,Anti-poverty body urges Filipinos to help gov’t poverty alleviation programs,
904,Marcos to military: Ensure airworthiness of PAF assets,
905,Zelenskiy says he spoke with Marcos on deepening Ukraine-Philippines ties,
906,"The Commission on Elections (Comelec) will suspend the power of the Philippine National Police and the Armed Forces of the Philippines to transfer their personnel during election periods, Comelec Chairman George Garcia said Monday.",
907,Authorities seized over P18 million worth of marijuana leaves and vape marijuana oil concealed in a balikbayan box.,
908,"The two other Japanese fugitives detained in the Philippines are set to be deported Wednesday after a Pasay court granted separate motions to withdraw the cases filed against them, Justice Secretary Jesus Crispin Remulla said Tuesday.",
909,"A graduate of Iloilo Science and Technology University gained the highest percentage rating for the April 2023 Electronics Engineers Licensure Examination while for the April 2023 Engineer Technicians Licensure Examination Jayron Tayurang Mampusti of the Polytechnic University of the Philippines - Main Sta. Mesa got 90%, the Professional Regulation Commission (PRC) announced.",
910,"Dozens of flights were canceled on Monday, Labor Day, due to a power outage that hit the Ninoy Aquino International Airport (NAIA).",
911,The Department of Budget and Management (DBM) on Tuesday said the Marcos administration has allocated P1.737 billion under this year’s budget for the modernization of the Bureau of Fire Protection (BFP).,
912,"The Syrian government has made an appeal to the Philippine government for assistance following the magnitude 7.8 earthquake that struck the country, the Office of Civil Defense (OCD) said.",
913,"Enrile, co-accused in graft case question COA's evidence on PDAF use",
914,The Department of Transportation (DOTr) said that railway lines are prepared to extend their operations on Monday to  amid the transport strike.,
915,Senator Francis Tolentino will take up with visiting European Parliament members the proposed Senate resolution defending former President Rodrigo Duterte from an investigation by the International Criminal Court.,
916,Passengers urged to allot ample time to get to NAIA amid transport strike,
917,"The Philippines will continue to engage with countries and international platforms when  to democracy and human rights as long as the engagements are constructive and respectful of its sovereignty, according to President Ferdinand ""Bongbong"" Marcos Jr.",
918,SC disbars lawyer over claims of bribing justices,
919,The Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF) is pushing for the alert level system be used as a  tool and no longer an identifier of what restrictions should be imposed in a particular area amid the COVID-19 pandemic.,
920,Two suspects tagged prominent person in Degamo slay —source,
921,"DOST, TESDA offer courses for data analysts as demand seen to increase",
922,"PCG: 70,535 outbound, 55,151 inbound travelers on April 10",
923,Interment services covered by senior citizen’s discount — SC,
924,"A crucial security policy document outlining the future of the Philippines-United States alliance will be released in Washington when President Ferdinand Marcos Jr. visits the Pentagon for a meeting with American defense officials on Wednesday, a senior US embassy diplomat said.   Earlier announced in a White House factsheet following a meeting between US President Joe Biden and Marcos on Monday, the Bilateral Defense Guidelines are seen as an upgrade to the Philippines and America’s security ties as they seek to “institutionalize key bilateral priorities, mechanisms, and processes to deepen alliance cooperation and interoperability across land, sea, air, space, and cyberspace.”   “One thing that  out of this visit and is on track to be made public this Wednesday when President Marcos visits the Pentagon is the first ever Bilateral Defense Guidelines between the US and the Philippines,” said Brett Blackshaw, political counselor at the US Embassy, at a forum hosted by Stratbase-ADR Institute on Tuesday.",
925,"VP Sara pushes for work culture that values better wages, mental health",
926,The Bureau of Immigration (BI) cautioned the public anew against unscrupulous individuals offering immigration services on social media.,
927,Recto to Marcos admin: Tell Congress location of 4 new EDCA sites,
928,Agencies told to use infra funds ahead of election spending ban,
929,"Finance Secretary Benjamin Diokno, the chief economic manager of the Marcos administration, called on newly designated Customs Commissioner Bienvenido Rubio to prioritize the agency’s digitalization.",
930,Senator Ramon “Bong” Revilla Jr. has filed a resolution seeking a Senate investigation into the alleged involvement of ranking Philippine National Police officers in the P6.7 billion drug haul in Manila late last year.,
931,"Marcos: AFP mission changed amid South China Sea problem, rivalry between powers",
932,Vice President Sara Duterte urged local chief executives to steer clear of the appointment process of public schools teachers in their respective municipalities and respect the ranking system of educators.,
933,"Sajid Ampatuan found guilty of malversation, graft over fictitious purchase of farm inputs",
934,Vergeire says she's ready to be DOH secretary: 'Baka kailangan ako ng Pilipino',
935,"A huge majority of teachers in the country reported that students are finding it difficult to concentrate on their studies due to ""summer heat"", according to a survey conducted by the Alliance of Concerned Teachers (ACT).",
936,"The Philippines, through the Department of Foreign Affairs (DFA), on Friday accused China of destabilizing peace and security in the West Philippine Sea after its coast guard used a laser pointer against a Philippine government ship conducting a resupply mission in Ayungin shoal.",
937,The Department of Information and Communications Technology (DICT) is now investigating the alleged data breach involving the database of law enforcement agencies.,
938,University of Baguio (UB) alumnus Anthony Mark Dulawan Emocling made history as he became the first visually impaired exam taker to pass the Bar Examinations.,
939,"Galvez: US pledged P11-B for disaster-response choppers, EDCA sites",
940,"Informants of the police and the Philippine Drug Enforcement Agency are being paid for successful tips with confiscated drugs that they then sell on the street, House dangerous drugs panel chairperson Robert Ace Barbers of Surigao del Norte said Tuesday.",
941,Anti-Terrorism Council designates Dr. Naty Castro a terrorist,
942,"President Ferdinand ""Bongbong"" Marcos Jr. will ask the International Criminal Police Organization (Interpol) to issue a blue notice against the suspects in the killing of Negros Oriental Govenor Roel Degamo.",
943,"PH, US sink target ship in Balikatan exercise off Zambales",
944,The Commission on Elections (Comelec) on Monday launched its Register Anywhere Project (RAP) at the Senate of the Philippines building in Pasay City.,
945,"Vice President Sara Duterte in her message for Eid'l Fitr asked for prayers for “harmony, unity, and success for each one.""",
946,"A former US State Department employee was sentenced for 15 years in prison for illicit sexual conduct with minors in the Philippines, according to a press release posted on the US Department of Justice website.",
947,"Talk on ICC probe vs. Duterte's drug war 'constructive, fruitful’ — Tolentino, Neumann",
948,"Chinese ambassador’s remark about OFWs ‘misinterpreted,’ says embassy",
949,"Marcos says housing for cops, soldiers an investment",
950,25 more Filipinos arrive from quake-hit Turkey,
951,4 out of 10 persons were never married — PSA,
952,"Ukrainian President Volodymyr Zelenskiy on Monday said he has spoken with President Ferdinand ""Bongbong"" Marcos in ""the first phone call"" between the two leaders.",
953,Marcos OKs creation of inter-agency body to look into labor cases,
954,"Marcos, Malaysia PM Anwar meet in Malacañang for bilateral talks",
955,Comelec says online registration for new voters not likely next year,
956,"President Ferdinand “Bongbong” Marcos Jr. on Wednesday said the recent Social Weather Stations (SWS) survey that gave him a “very good” rating was “encouraging.""",
957,"The ship sent by South Korea carrying supplies to aid the cleanup of the oil spill in Oriental Mindoro has arrived at the Manila port, according to the Embassy of the Republic of South Korea in the Philippines.",
958,MWSS: NCR water supply sufficient for rest of 2023 amid El Niño,
959,"Palace announces latest appointments in LWUA, OP",
960,The Commission on Human Rights (CHR) on Friday urged the government to review cases of “arbitrary arrest and unjust detention” due to political reasons in order to decongest detention facilities in the country.,
961,Padilla wants party-list system abolition amid Cha-cha talks,
962,Senate report on DepEd's 'overpriced' laptops reaches plenary,
963,The Department of Justice (DOJ) has filed a motion to reopen one of the drug cases of former Senator Leila de Lima as the agency wants to present a new witness against her.,
964,"DOH: 86 kids, adolescents tested positive for HIV in January",
965,One of nine suspects behind the hazing of slain Adamson University chemical engineering student John Matthew Salilig surrendered to authorities.,
966,Zubiri hopes Marcos will start VFA talks with Japan PM,
967,Transport group Liga ng Transportasyon at Operators sa Pilipinas (LTOP) on Tuesday suggested transferring the funds intended for fare discounts to the government's public utility vehicle (PUV) modernization program.,
968,President Ferdinand “Bongbong” Marcos Jr. on Sunday said that the government would provide solutions to the problems hounding the maritime industry in order for the Philippines to continue to produce quality seafarers.,
969,"Neri, Harry discuss likelihood of ICC arrest warrant vs. ex-president Duterte",
970,"The Department of Social Welfare and Development (DSWD) said Thursday it has concentrated its relief efforts in the Bicol and Davao regions, which were affected by heavy rains and floods.",
971,"20,000 devotees joined Nazareno motorcade on Good Friday, says Quiapo Church",
972,"The Sandiganbayan on Friday found former Bukidnon lawmaker Candido Pancrudo Jr. and two others guilty of multiple counts of graft, malversation of public funds, and malversation of public funds via falsification of public documents.",
973,ACT files ILO complaint over Sara’s ‘red-tagging’ remarks,
974,The Sandiganbayan has cleared three bidding officers of the Philippine State College of Aeronautics (PHILSCA) of graft charges in connection with the 2008 purchase of five Cessna planes without public bidding due to lack of evidence.,
975,China also used laser on Philippine ship in June 2022 —PCG exec,
976,"More than 25,000 jeepney drivers need membership in cooperatives to renew their franchises before they expire on April 30.",
977,"Comelec eyes filing of COC for barangay, SK elections in first week of July",
978,"There have been fewer fires but more deaths and greater property damage in the first quarter of  to the same period last year, the Bureau of Fire Protection (BFP) said Monday.",
979,"Cagayan de Oro Representative Rufus Rodriguez on Monday called on the Senate to act on proposals seeking to amend the 1987 Constitution, saying it is the will of the majority and a matter of courtesy.",
980,"PH Commission on Women backs divorce bills, says current system disadvantageous to women",
981,"DOH records 437 new COVID-19 cases; active tally rises to 9,480",
982,Pope Francis has appointed Cebu Archbishop Jose Palma as member of the newly-established Dicastery for Culture and Education.,
983,Marcos to ask Interpol to issue blue notice vs. Degamo slay suspects,
984,NTF-ELCAC opposes bill on human rights defenders’ protection,
985,Sara Duterte: Target 100% of Filipino youth are in school,
986,"Philippines, US to restart joint patrols in South China Sea",
987,"DICT’s cybersecurity arm probes PNP, NBI database breach",
988,The Supreme Court has declared unconstitutional a clause in a collective bargaining agreement that set a lower mandatory retirement age for female flight attendants than for male cabin crew.,
989,People eligible to receive the second COVID-19 booster dose were called on by a medical professional to take the jab amid the reported rise in coronavirus infections.,
990,LTFRB conducts surprise inspection on PITX buses for Holy Week,
991,"Senator Cynthia Villar on Wednesday said she is mulling legal action against the person who took a video of her during a confrontation in a subdivision in Las Piñas as she believes the person had ""bad intent"" after the video went viral online.",
992,"Pamplona Mayor Janice Degamo, the wife of slain Negros Oriental Governor Roel Degamo, said she is preparing for the long battle for justice to be served.",
993,German parliamentarian visits EJK victims’ families,
994,"Parts of NCR, Cavite face week-long water service interruption",
995,NBI urged to investigate doc who supposedly refused to aid alleged hazing victim Salilig,
996,Remotely operated underwater vehicle to help locate sunken oil tanker,
997,"DOH posts 119 new COVID-19 cases; active tally climbs to 9,120",
998,"President Ferdinand ""Bongbong"" Marcos Jr. has appointed Valenzuela City Representative Rex Gatchalian as secretary of the Department of Social Welfare and Development (DSWD).",
999,PNR to halt operations from April 6 to 9 for Holy Week,
1000,"An estimated 1.37 million children aged five to 17 worked in 2021, the Philippine Statistics Authority's latest data on child labor showed.",
1001,Babe Romualdez says Marcos has no objection to PH-US MDT but wants clarification,
1002,"On Day 1 of strike, PISTON urges Marcos to suspend PUV modernization",
1003,The ethics and  on Wednesday directed Negros Oriental Representative Arnolfo Teves Jr. to explain in five days his absence at the House of Representatives in the light of his expired travel authority.,
1004,COVID-19 positivity rate in NCR climbs to 19.7% —OCTA,
1005,4 more suspects in Degamo killing surrendered —Remulla,
1006,A broken television monitor prompted the Sandiganbayan on Thursday to postpone the plunder and graft trial against former Senate President Juan Ponce Enrile and other accused on the alleged misuse of pork barrel or discretionary funds.,
1007,The House agriculture and food panel issued Tuesday a show cause order requiring at least six officials of cold storage facilities and a trader to explain why they should not be cited in contempt over their failure to attend probe on exorbitant onion prices.,
1008,The Bureau of Immigration on Wednesday warned young professionals against scammers offering call center or BPO work abroad with a high salary after some turned out to be recruitment for a crypto scam operation.,
1009,"New EDCA sites will be used vs. China ops around Taiwan, says think-tank",
1010,"SAN JOSE DEL MONTE, Bulacan — At least 1.2 million housing units have been started by the administration under its flagship Pambansang Pabahay para sa Pilipino Housing Program (4PH), President Ferdinand ""Bongbong"" Marcos Jr. said Wednesday.",
1011,Police release wanted poster of six suspects behind missing ‘sabungeros’ in Manila Arena,
1012,Justice Secretary Jesus Crispin Remulla on Tuesday said the International Criminal Court (ICC) cannot enter the Philippines to investigate the controversial war on drugs and impose a different rule of law.,
1013,US Defense Secretary Lloyd Austin on Tuesday (Wednesday in Manila) said they are expecting to allocate a total of $100 million for the infrastructures at the EDCA sites in the Philippines by the end of the year.,
1014,"Around 9,650 new teachers are expected to be hired by the Department of Education (DepEd) this year, according to its spokesperson on Thursday.",
1015,Japanese Embassy in PH thanks DOJ over deportation of 4 fugitives,
1016,Senate cites cop in contempt for failure to answer questions,
1017,"PNP to remaining suspects in Degamo slay: We know your identities, surrender to authorities",
1018,"Teves brothers, Comelec eyed as resource persons in Senate probe into Degamo’s killing — Bato",
1019,Hazing continues despite stronger law,
1020,Sandigan allows Gigi Reyes to skip a trial day to attend son’s wedding,
1021,The Philippine National Police and Philippine Army arrested three suspects in the killing of Negros Oriental Governor Roel Degamo during a hot pursuit operation in Bayawan City.,
1022,The US guided-missile destroyer USS Milius on Monday conducted a freedom of navigation operation in the South China Sea near the Spratly Islands.,
1023,Key security policy document between PH and US to be released Wednesday - diplomat,
1024,"President Ferdinand ""Bongbong"" Marcos Jr. on Tuesday said an 85-man team would be deployed to Turkey to assist the victims of the magnitude 7.8 earthquake that struck the said country and Syria on Monday.",
1025,Padilla: Pledges from Marcos' foreign trips won't materialize without Cha-cha,
1026,"A graduate from National University - Manila topped the January 2023 Sanitary Engineer Licensure Examinations, the Professional Regulation Commission (PRC) announced.",
1027,"President Ferdinand ""Bongbong"" Marcos Jr. on Wednesday directed the continuous health allowances for medical workers despite the expiration of the state of calamity in the Philippines.",
1028,Bersamin to TOYM awardees: Make PH a land worth living in and loving,
1029,"Senator JV Ejercito on Wednesday suggested that  center and a scanning system for Philippine National Police (PNP) checkpoints be set up, saying this could more easily apprehend violators and avoid discrimination against motorcycle riders.",
1030,Former Department of the Interior and Local Government (DILG) undersecretary and spokesperson Jonathan Malaya has been named the new assistant director general of the National Security Council (NSC).,
1031,Almost 100K people affected by oil spill in Oriental Mindoro —gov,
1032,"The Philippine National Police (PNP) is leaving no stone unturned in ensuring the safety and security of Holy Week travelers as it conducted inspection in bus terminal, seaports and airports in Metro Manila on Wednesday.",
1033,'Make the world smaller for him': DOJ eyes designating Arnie Teves as terrorist,
1034,The Civil Aviation Authority of the Philippines (CAAP) confirmed that Bicol Airport air traffic controllers lost contact with a Cessna 340 airplane on Saturday morning.,
1035,"VP Sara: K12 curriculum to be revised for job-ready, active grads",
1036,"The Philippines is ""actively pursuing"" the adoption of a declaration against cyber trafficking of persons, by the ASEAN, according to Foreign Affairs Secretary Enrique Manalo.",
1037,Remulla says no objection to bail plea as De Lima nears 6 years in detention,
1038,P1.5B worth of smuggled agri products seized from October 2022-January 2023 — DA exec,
1039,Spanish businessman’s case revived after cops’ surrender — DOJ,
1040,Blue Ribbon investigation on NAIA ‘human smuggling’ scheduled on Tuesday,
1041,ICC chamber orders collection of victims' views in Philippines appeal,
1042,Defense chief Carlito Galvez Jr. on Monday said that local governments in Cagayan and Camarines Sur are open to establishing new Enhanced Defense Cooperation Agreement sites in their areas.,
1043,"Congressional leaders launched the e-Congress website (eCongress.gov.ph) on Thursday, saying such an online portal providing information about bills filed and other legislative output will make Congress more effective in responding to the needs of the people.",
1044,"Philippines, US reaffirm Mutual Defense Treaty commitment",
1045,"There will be no suspension of classes when public transportation groups hold a transport holiday next week, the Department of Education has announced.",
1046,Marcos names Pablo Azcona as acting SRA admin,
1047,The House population and family  on Tuesday approved an unnumbered substitute bill reinstituting divorce as an alternative mode for the dissolution of marriage.,
1048,"The United States has pledged US$100 million or over P5.5 billion for the acquisition of medium-lift helicopters for disaster response and  operations of the Armed Forces of the Philippines, Defense department officer in charge Carlito Galvez has said.",
1049,PCG sees additional 4K personnel by end of 2023,
1050,Malacañang on Wednesday announced the latest promotion of ranks in the Philippine Coast Guard (PCG).,
1051,"President Ferdinand ""Bongbong"" Marcos Jr. on Wednesday said providing housing for soldiers and policemen is a form of investment for the welfare of uniformed personnel.",
1052,The chief of the Police Regional Office - Bangsamoro Autonomous Region in Muslim Mindanao (PRO-BARMM) has been relieved from his post and has been arrested for syndicated estafa.,
1053,USJ-R grad tops master plumbers licensure exam,
1054,"The remaining suspects in the March 4 killing of Negros Oriental Governor Roel Degamo are still in the Negros island region, police said Tuesday.",
1055,The Civil Aviation Authority of the Philippines (CAAP) on Friday announced that its scheduled Air Traffic Management Center (ATMC) corrective maintenance activity on May 17 would only take two hours rather than the previously announced six hours.,
1056,President Ferdinand Marcos Jr. on Saturday reiterated that the Philippines will not give up an inch of its territory.,
1057,"The Commission on Appointments (CA) on Wednesday confirmed the appointment of Manuel Antonio Teehankee as Permanent Representative of the Philippines to the World Trade Organization in Geneva, Switzerland.",
1058,"President Ferdinand ""Bongbong"" Marcos Jr. clarified on Tuesday that rightsizing was ""not aimed at terminating employees but to serve as a tool to upskill and reskill the current government workforce to improve state services and programs.""",
1059,Marcos orders formation of panel of prosecutors for Negros Oriental killings,
1060,Marcos: No need to appoint oil spill response chief,
1061,"Beginning April 15 this year, the Land Transportation Office (LTO) said it will set a limit on the rates that can be charged by driving schools.",
1062,Former National Security Adviser Clarita Carlos on Monday denied that she submitted a report to President Ferdinand “Bongbong” Marcos Jr. identifying the personalities supposedly linked to smuggling and hoarding of onions.,
1063,"The country’s first case of COVID-19 Omicron subvariant XBB.1.16, also known as Arcturus, has already recovered, according to the Department of Health (DOH) on Wednesday.   The DOH said the first recorded Arcturus case was from Iloilo province and was asymptomatic.   The agency announced the detection of XBB.1.16—a variant under monitoring by the World Health Organization (WHO) and European Center for Disease Prevention and Control (ECDC)—on Tuesday, based on the latest genome sequencing from April 12 to 17.   “[T]he Arcturus variant, or XBB.1.16, is a sublineage of the Omicron, which has the ability to evade immunity and is said to be more transmissible,” the DOH said.   Citing the WHO’s risk assessment on April 17, the DOH said that no changes in severity have been reported in countries where the sublineage is said to be circulating.",
1064,US 7th fleet conducts freedom of navigation ops near Spratlys,
1065,"The pledges that President Ferdinand ""Bongbong"" Marcos Jr. has secured during his foreign trips will be for nothing without amending the economic provisions of the 1987 Constitution, Senator Robin Padilla said Monday.",
1066,PCG monitors 56K outbound passengers on April 4,
1067,"The plan of Danish renewable energy developer Copenhagen Energy A/S (CE) to put up a P360-billion or roughly €6 billion (P360 billion) offshore wind project in Ilocos Norte was on track to be in operation in the next five years, the Board of Investments (BOI) said Tuesday.",
1068,"PH logs 1,563 new COVID-19 cases; active infections at 9,159",
1069,"IP march vs. Kaliwa Dam project reaches NCR, to proceed to Malacañang",
1070,House donates P5.4 million aid for Turkey quake victims,
1071,"Bacuag, Surigao del Norte vice mayor Sheila Mae Cebedo on Thursday testified before the Sandiganbayan that the municipality did not receive the financial grant named in the 15 graft charges filed against former senator Juan Ponce Enrile, his former chief-of-staff Jessica “Gigi” Reyes, businesswoman Janet Napoles and others involving Enrile’s discretionary or pork barrel fund.",
1072,"Sandiganbayan convicts Sajid Ampatuan of graft over ghost projects, orders his arrest",
1073,The bill seeking to limit the coverage of the fixed terms in the Armed Forces of the Philippines is now up for President Ferdinand “Bongbong” Marcos Jr.’s signature.,
1074,BAGUIO CITY — The Supreme Court on Tuesday denied the bid to issue a temporary restraining order (TRO) against the implementation of the mandatory SIM registration.,
1075,"EDCA site Basa air base to get $24-M airstrip extension, rehab —Carlson",
1076,"The Land Transportation Franchising and Regulatory Board (LTFRB) on Friday said out of the 158,000 target jeepney units nationwide, at least 61% have joined a consolidated entity  with the jeepney modernization program.",
1077,"With the aim to recalibrate the transportation system in Metro Cebu, President Ferdinand ""Bongbong"" Marcos Jr. on Monday called on the Department of Transportation (DOTr) to finish the Cebu Bus Rapid Transit project within the intended timeline.",
1078,"The Philippines has climbed 14 spots higher in this year's World Press Freedom Index, placing 132nd out of 180 countries.",
1079,Pangasinan agri officer: Kits cited in Enrile PDAF graft cases didn’t reach beneficiaries,
1080,"Grieving family, friends seek justice for John Matthew Salilig",
1081,Philippines records 170 new COVID-19 cases,
1082,Philippines joins search for Turkey earthquake survivors,
1083,"True representation of the people in a constitutional convention may be possible if close relatives of incumbent politicians will be disqualified from running as delegates, Senate Minority Leader Aquilino Pimentel III said Monday.",
1084,PPA expects 2.2 million travelers for Holy Week,
1085,Hontiveros: 3 traders may take billions of 'super profits' from sugar importation,
1086,The Armed Forces of the Philippines (AFP) on Friday denied the report of the Communist Party of the Philippines (CPP) that rebel leaders Benito and Wilma Tiamzon were allegedly tortured and killed by the military.,
1087,"Based on its draft curriculum for K-10 (Kindergarten to Grade 10), the Department of Education (DepEd) plans to teach learners lessons on sexual and reproductive health rights starting at the Grade 4 level.",
1088,No need for peace talks with NDFP after Masbate attacks —VP Sara,
1089,"A total of 1,420 out of 2,275 passed the Pharmacists Licensure Examination given earlier this month, according to the Professional Regulation Commission (PRC).",
